focal_code,short_name,industry_d,product_text,llm_peer_1_code,llm_peer_1_name,llm_peer_2_code,llm_peer_2_name,llm_peer_3_code,llm_peer_3_name,llm_peer_4_code,llm_peer_4_name,llm_peer_5_code,llm_peer_5_name,coder_notes
000801,,计算机、通信和其他电子设备制造业,电子音响设备、卫星电视接收系统、整机装饰件的制造、加工、销售和安装，进出口经营。。广播电视接收设备及器材制造通信传输设备制造卫星电视接收系统、整机装饰件的制造、加工、销售和安装软件业文娱用品、文化办公机械、电工器件、家用电器、影视设备、电子元器件、仪器仪表、电子计算机、录音录像带、灯光器材销售、维修安装和咨询服务木制品加工经营本企业自产产品及技术的出口业务经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和禁止进出口的商品及技术除外)经营进料加工和三来一补业务。,,,,,,,,,,,
000802,,广播、电视、电影和录音制作业,旅游项目投资及管理等。。旅游项目开发、投资及管理;旅游信息咨询;技术开发、技术咨询、技术转让、技术服务、技术推广;广播电视节目制作;从事文化经纪业务;演出经纪;电影发行;组织文化艺术交流活动;影视策划;设计、制作、代理、发布广告;承办展览展示;会议服务;舞台灯光、音箱设计;图文设计制作;信息咨询(不含中介服务);翻译服务;编辑服务;经济贸易咨询;企业策划;市场调查;产品设计;电脑动画设计;以下限分公司经营:器械健身;停车服务;电器修理;出租柜台、场地出租;园林景观设计、咨询;种植花卉、苗木、盆景;销售包装食品、酒、饮料、冷热饮;工艺美术品、五金交电、化工产品、家具、劳保用品、针纺织品、日用杂品、日用百货、水泥、旅游产品、旅游纪念品、花卉、苗木、盆景、园艺用品、园林机具、建筑材料、电气设备、文化用品;零售内销黄金饰品;出租汽车客运、住宿、中餐、西餐、歌舞厅、音乐茶座、洗浴、美容美发;制造水泥;零售国产卷烟进口卷烟、雪茄烟;零售国家正式出版的国内版书刊、国家正式出版的音像制品;零售西药制剂、中成药、医疗器械;生产旅游产品、旅游纪念品。(市场主体依法自主选择经营项目开展经营活动;依法须经批准的项目经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。),,,,,,,,,,,
000810,,计算机、通信和其他电子设备制造业,数字智能终端及前端系统的研究、开发、生产、销售与运营及服务。。国内贸易(不含专营、专卖、专控商品);经营进出口业务(法律、行政法规、国务院决定禁止的项目除外限制的项目须取得许可后方可经营)。开发、研究、生产经营数字视频广播系统系列产品;研发、生产、销售多媒体信息系统系列产品及服务;软件研发、生产、销售及服务;集成电路研发、销售及服务;电信终端设备、通讯终端设备接入设备及传输系统的研发、生产和销售;数码电子产品、汽车电子产品、计算机、平板电脑、移动通讯产品的研发、生产和销售;软件及电子技术信息咨询(不含限制项目);技术服务。(依法须经批准的项目经相关部门批准后方可开展经营活动)。数字智能终端及前端系统的研究、开发、生产、销售与运营及服务。,,,,,,,,,,,
000811,,通用设备制造业,制冷空调设备的制造、设计、安装等。。生产工商业制冷设备、制冷空调等。,,,,,,,,,,,
000813,,医药制造业,药品的研发、生产和销售。。化学原料药、化学药制剂、抗生素原料药、抗生素制剂、中成药、食品、保健食品、化妆品的研发(不含国家保护资源的中药材、中成药秘方产品的研发)、批发、进出口及相关配套业务(不涉及国营贸易管理商品涉及配额、许可证管理及其它专项规定管理的商品按国家有关规定办理申请);制造原料药、注射剂(水针、冻干粉针)、片剂、胶囊剂、滴眼剂、散剂;经营本企业和成员企业自产产品及技术出口业务;本企业和成员企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进出口业务;经营进料加工和三来一补业务;医药生物制品的技术开发、技术咨询、技术服务、技术转让(依法须经批准的项目经相关部门批准后方可开展经营活动),,,,,,,,,,,
000815,,造纸和纸制品业,各类高、中、低档机制纸、纸板、加工纸的生产销售。。主要产品和服务是成品纸和IDC托管服务云平台服务;云基础设施服务;云软件服务;信息传输、软件和信息技术服务业投资及投资项目管理;技术开发、技术推广、技术咨询;基础软件服务、应用软件服务;数据处理;软件开发、软件咨询;机械纸、板纸、加工纸等中高档文化用纸及生活用纸的生产、销售。经营本企业自产产品及技术的出口业务;经营本企业生产所需的原辅材料、机械设备、零配件及技术的进口业务但国家限定公司经营和国家禁止进出口的商品及技术除外(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
000818,,化学原料和化学制品制造业,烧碱、氯化苯、氯、聚氯乙烯等化工产品的制造与经营。。化工行业经营范围:氢氧化钠;氯液化的;氢压缩的;盐酸;乙炔(溶于介质的);氮压缩的;三氯乙烯;12-二氯丙烷;环氧丙烷;次氯酸钠溶液含有效氯5%;硫酸(稀);氧压缩的;氯苯;14-二氯苯的生产;丙二醇、聚醚、聚氯乙烯、硫酸钠生产;压力管道安装GB2(2)、GC2级;化工防腐蚀施工;在港区内提供货物仓储;吊装;普通设备清洗及污水处理业务、技术开发与服务;经营本企业自产产品及相关技术的出口业务经营本企业生产科研所需的原辅材料、机械设备、仪器仪表及相关的进出口业务;发电(自发自用)、工业蒸汽、交直流电;道路普通货物运输;锅炉检修;厂内铁路专线运输;普通仓装容器制造;普通材料仓储;自有资产出租(含房屋、设备等)。电子行业经营范围:集成电路制造;集成电路设计;集成电路封装;电子产品研发;计算机技术开发、技术服务;软件开发;软件技术转让;软件技术服务;电子元件及组件、计算机零配件的销售;通信设备制造;通信设备销售;导航与位置服务工业技术的研究;卫星导航与位置服务领域软、硬件及系统产品的研发、生产、销售、技术服务;位置信息集成服务。电子产品、电源模块及嵌入式开关电源的研发。电子产品(电源模块及嵌入式开关电源)的生产。人工智能应用软件开发工业设计服务计算机系统服务信息技术咨询服务信息系统集成服务网络与信息安全软件开发非居住房地产租赁计算机及通讯设备租赁租赁服务云计算设备制造云计算设备销售人工智能行业应用系统集成服务。(除许可业务外可自主依法经营法律法规非禁止或限制的项目)许可项目:第一类增值电信业务第二类增值电信业务。,,,,,,,,,,,
000823,,计算机、通信和其他电子设备制造业,电子及通讯设备制造业。。印制线路板、液晶显示器及触摸屏、超薄及特种覆铜板、超声电子仪器的研制、生产和销售。,,,,,,,,,,,
000828,,道路运输业,高速公路的投资、建设、经营。。东莞高速公路的投资、建设、经营。从事融资租赁业务、租赁业务、向国内外购买租赁财产、租赁财产的残值处理及维修租赁交易咨询和担保(涉及行业许可管理的按国家有关规定办理申请)。以受让应收账款的方式提供贸易融资;应收账款的收付结算、管理与催收;销售分户(分类)账管理;客户资信调查与评估;相关咨询服务。(依法须经批准的项目经相关部门批准后方可开展经营活动);投资建设运营公交站、公共停车场充电设施;充电桩设施建设与运营管理;为新能源汽车提供充电服务;新能源技术咨询服务。,,,,,,,,,,,
000829,,批发业,移动电话销售及白酒、水果的生产与销售。。各类信息咨询服务(金融、证券、期货等国家有关规定的除外)、技术服务、技术咨询摄影翻译展销通信设备和照相器材;经营文化办公机械、印刷设备、通信设备;水果种植果业综合开发、果树良种繁育及技术咨询服务农副土特产品、化工产品(除危险化学品)、机械电子设备、照相器材的批发、零售进口本企业生产、科研所需的原辅材料、机械设备、仪器仪表及零配件(国家限止和禁止的技术和商品除外)畜牧、种植业、蔬菜瓜果培育;建筑施工;房地产开发经营;物业管理;房屋租赁;房屋装修;建筑材料、装饰材料、五金交电化工、金属材料的生产、销售。(依法须经批准的项目经相关部门批准后方可开展经营活动),,,,,,,,,,,
000837,,通用设备制造业,数控精密机床、塑料加工机械、液压系统、液压件、汽车零部件、精密齿轮（箱）等。。通用及专用设备制造;黑色及有色金属加工;汽车零部件及配件制造;铁路、船舶、航空航天和其他运输设备的配件制造;金属制品;塑料制品;计算机、通信和其他电子设备制造;仪器仪表制造;软件和信息技术服务业;机械和设备修理;融资租赁;道路货物运输;投资与咨询与服务;货物、技术的进出口经营(国家禁止和限制的货物、技术除外)及代理业务。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
000839,,软件和信息技术服务业,卫星通讯、网络工程、信息传输、有线电视、移动通讯等。。第二类基础电信业务中的国内甚小口径终端地球站(VSAT)通信业务(比照增值电信业务管理);第一类增值电信业务中的互联网数据中心业务(不含互联网资源协作服务);第一类增值电信业务中的互联网接入服务业务;第二类增值电信业务中的国内呼叫中心业务;第二类增值电信业务中的信息服务业务(不含互联网信息服务);信息产业、广告行业项目的投资;卫星通讯工程、计算机信息传播网络工程、有线电视网络工程的施工、设备安装及技术服务;移动通讯的技术开发、技术服务、技术咨询;房地产开发与经营;物业管理;装饰装修;电子计算机、办公设备、五金交电、机械设备、电子设备的销售。(市场主体依法自主选择经营项目开展经营活动;经营电信业务以及依法须经批准的项目经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。),,,,,,,,,,,
000850,,纺织业,从事纯棉纱线、涤棉混纺纱线等的生产销售。。专注于各类纱线、织物、面料、产业用布等生产与销售及投资管理。公司产品主要包括纱线系列产品坯布面料系列产品、色织面料系列产品和功能性产业用布系列产品等。,,,,,,,,,,,
000851,,零售业,数据通信产品生产、销售和技术服务业务。多业务宽带电信网络产品、通信器材、通信终端设备、仪器仪表、电子计算机软硬件及外部设备、系统集成的技术开发、转让、咨询、服务及制造、销售;通信及信息系统工程设计;信息服务;自营和代理各类商品和技术的进出口但国家限定公司经营或禁止进出口的商品和技术除外。,,,,,,,,,,,
000856,,专用设备制造业,资本运营，运营管理；水泥机械设备及配件、普通机械设备及配件制造、销售。。资本运营运营管理;水泥机械设备及配件、普通机械设备及配件制造、销售;成套设备销售;普通货运;经营本企业自产产品和技术的进出口业务和本企业所需的原辅材料、机械设备及零配件及技术的进口业务(国家限定或禁止的项目除外)(以上涉及行政许可项目限分支经营)。,,,,,,,,,,,
000862,,电力、热力生产和供应业,风力发电、太阳能发电及其相关产业的运营管理与建设、安装工程总承包。。新能源发电和新能源装备其中:新能源发电包括风力发电和太阳能光伏发电;新能源装备工程业务主要包括塔筒制造、风机组装、齿轮箱维修、风电及煤炭综采设备检修等业务。,,,,,,,,,,,
000863,,房地产业,文化业务、房地产业务。。房地产开发、文化演艺。,,,,,,,,,,,
000868,,汽车制造业,客车、底盘生产与销售。。客车和底盘生产销售以及汽车配件销售等。,,,,,,,,,,,
000876,,农副食品加工业,饲料、原料添加剂、饲料加工机械、农副产品、食品的生产、加工、销售。。配合饲料、浓缩饲料、精料补充料的生产、加工(限分支机构经营)(以上项目及期限以许可证为准)。一般经营项目(以下范围不含前置许可项目后置许可项目凭许可证或审批文件经营):谷物及其他作物的种植;牲畜的饲养;猪的饲养;家禽的饲养;商品批发与零售;进出口业务;项目投资与管理;科技交流和推广服务业。公司饲料行业主要产品包括猪料、禽料、鱼料等;猪产业主要产品包括种猪、商品猪、畜屠宰。,,,,,,,,,,,
000885,,生态保护和环境治理业,水泥熟料、水泥及其制品的生产和销售。。高速公路开发运营、环保工程总承包业务、基础设施及环卫、固废、污水处理业务投资。,,,,,,,,,,,
000886,,房地产业,高等级公路的设计、施工、养护和管理。。主要产品和服务包括交通建材销售、代建项目管理服务、数字经济、房地产销售、酒店服务、物业服务、广告服务、文体旅游服务及深海养殖产品销售等。,,,,,,,,,,,
000888,,公共设施管理业,提供旅游索道运输住宿客运餐饮娱乐方面的服务等。。许可项目:茶叶制品生产;住宿服务;餐饮服务;洗浴服务;生活美容服务;保险兼业代理业务;歌舞娱乐活动;酒吧服务(不含演艺娱乐活动);食品经营;烟草制品零售;食品进出口;自来水生产与供应;高危险性体育运动(滑雪);互联网信息服务;第一类增值电信业务;第二类增值电信业务;旅游业务(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准)一般项目:名胜风景区管理;游览景区管理;客运索道经营;酒店管理;餐饮管理;会议及展览服务;居民日常生活服务;中小学生校外托管服务;职工疗休养策划服务;洗染服务;体验式拓展活动及策划;办公服务;教育咨询服务(不含涉许可审批的教育培训活动);单位后勤管理服务;广告发布(非广播电台、电视台、报刊出版单位);票务代理服务;旅客票务代理;休闲观光活动;工艺美术品及礼仪用品销售(象牙及其制品除外);文具用品零售;初级农产品收购;互联网销售(除销售需要许可的商品);茶具销售;承接总公司工程建设业务;非居住房地产租赁;住房租赁;停车场服务;日用品出租;茶叶种植;园林绿化工程施工;专业设计服务;广告设计、代理;广告制作;热力生产和供应;组织文化艺术交流活动;业务培训(不含教育培训、职业技能培训等需取得许可的培训);软件销售;互联网数据服务;信息技术咨询服务;信息系统运行维护服务;数据处理和存储支持服务;信息咨询服务(不含许可类信息咨询服务);旅行社服务网点旅游招徕、咨询服务(除依法须经批准的项目外凭营业执照依法自主开展经营活动)。,,,,,,,,,,,
000889,,软件和信息技术服务业,百货零售、房地产和移动信息服务。信息系统集成服务;集成电路设计;信息技术咨询服务;通信工程、计算机网络工程的设计;通信网络信息咨询服务;电子产品、计算机软件、计算机网络的技术开发、技术咨询、技术推广(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
000892,,广播、电视、电影和录音制作业,影视剧的制作发行、艺人经纪、游戏及影视周边衍生业务。。制作、发行、复制:电视剧、动画片、广播剧、综艺、专栏、专题;摄制电影;艺人经纪;从事网络游戏上网运营(以上须经审批的经营项目取得审批后方可从事经营);计算机软件开发。,,,,,,,,,,,
000893,,化学原料和化学制品制造业,从事钾盐开采、钾肥生产销售业务。。钾盐开采、钾肥生产与销售。,,,,,,,,,,,
000898,,黑色金属冶炼和压延加工业,生产销售冷轧薄板、线材及宽厚板。。黑色金属冶炼及钢压延加工。,,,,,,,,,,,
000900,,道路运输业,高等级公路和桥梁的建设施工、收费管理和养护维修。。投资经营公路、桥梁、隧道和渡口;投资高新技术产业、广告业、政策允许的其他产业;投资、开发、经营房地产业(凭资质方可经营);投资、管理酒店业;高等级公路建设、收费及养护;提供高等级公路配套的汽车清洗、停靠服务(国家有专项规定的从其规定);销售汽车配件、筑路机械、建筑材料(不含硅酮胶)及政策允许的金属材料。,,,,,,,,,,,
000903,,通用设备制造业,柴油机及机组的开发生产和销售。。许可项目:特种设备制造;检验检测服务(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以审批结果为准)一般项目:通用设备制造(不含特种设备制造);机械设备研发;通用设备修理;机械设备销售;机械电气设备制造;发电机及发电机组制造;发电机及发电机组销售;汽车零部件及配件制造;汽车零配件零售;汽车零配件批发;软件开发;软件销售;电子专用设备制造;电子专用设备销售;电子元器件制造;其他电子器件制造;计算机软硬件及外围设备制造;通信设备制造;电力电子元器件制造;电力电子元器件销售;集成电路销售;润滑油销售;模具制造;模具销售;货物进出口;机械设备租赁;住房租赁;非居住房地产租赁(严禁从事转租房业务);信息技术咨询服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;金属材料制造;矿山机械制造;电气设备修理(除依法须经批准的项目外凭营业执照依法自主开展经营活动)。,,,,,,,,,,,
000905,,批发业,海沧大桥的投资建设，对公司所属的厦门大桥及建成后的海沧大桥的经营管理。。许可项目:港口经营;技术进出口;货物进出口。(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准)。一般项目:装卸搬运;供应链管理服务;国内货物运输代理;运输货物打包服务;打捞服务;普通货物仓储服务(不含危险化学品等需许可审批的项目);粮油仓储服务;国内贸易代理;销售代理;贸易经纪;寄卖服务;金属材料销售;金属矿石销售;高性能有色金属及合金材料销售;煤炭及制品销售;化工产品销售(不含许可类化工产品);建筑材料销售;水泥制品销售;非金属矿及制品销售;机械设备销售;电子产品销售;电气设备销售;五金产品批发;服装服饰批发;针纺织品及原料销售;日用品批发;文具用品批发;体育用品及器材批发;工艺美术品及收藏品批发(象牙及其制品除外);农副产品销售;非居住房地产租赁;住房租赁。(除依法须经批准的项目外凭营业执照依法自主开展经营活动),,,,,,,,,,,
000909,,房地产业,数字视音频产品、电子计算机及其设备等的制造与销售。。电视机制造;家用电器销售、修理;计算机软硬件及外围设备制造、销售;通信设备制造、销售、修理;输配电及控制设备制造;电子元器件批发、制造、销售;新能源汽车换电设施销售;汽车零部件及配件制造;智能输配电及控制设备销售;机动车充电销售;分布式交流充电桩销售;集中式快速充电站;软件开发;信息技术咨询服务;物联网技术研发、应用服务;智能车载设备制造;物联网设备制造、销售;信息系统集成服务;安防设备销售;其他电子器件制造;金属材料销售;有色金属合金销售;金属矿石销售;货物进出口。本公司及各子公司之主要产品或提供的劳务:电子类产品生产和销售业务、房地产开发与代建业务、信息系统集成业务、园区建设开发(除房地产)与管理、高科技产业的投资(限自有资金)与管理、房屋租赁、物业管理等。,,,,,,,,,,,
000910,,木材加工和木、竹、藤、棕、草制品业,高新技术产品的研究、开发包装装潢材料、铝箔及复合材料、通信设备(卫星地面接收设施除外)、光电器件、人造板及制品、化纤产品、普通机械(压力容器除外)、电子产品、有色金属压铸件的制造和销售包装装潢印刷自营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外);经营进料加工和三来一补业务等。。装饰材料新产品、新工艺的研发应用;各类地板、中高密度纤维板、刨花板的制造、销售;室内外装饰工程施工;造林及林木抚育与管理;港口普通货物装卸;高新技术产品的研究、开发自营和代理各类商品及技术的进出口业务。(依法须经批准的项目经相关部门批准后方可开展经营活动),,,,,,,,,,,
000913,,铁路、船舶、航空航天和其他运输设备制造业,摩托车及配件的生产、销售、研究、设计和开发。。摩托车及配件的研发、生产和销售。,,,,,,,,,,,
000917,,电信、广播电视和卫星传输服务,策划、设计、制作、代理、发布国内外各类广告；影视节目制作、发行和销售；电子商务、网络及信息传播服务；法律、法规允许的产业投资、创业投资、股权投资和资本管理。。广告设计、制作、发布、代理;动漫游戏开发;游乐园服务;旅游开发项目策划;会展项目策划、旅游、文化娱乐、餐饮服务;艺术品投资;以自有合法资产开展旅游及关联产业投资、文化创意产业投资、创业投资及运营管理等(以上法律法规禁止和限制的除外)。,,,,,,,,,,,
000921,,电气机械和器材制造业,开发、制造电冰箱、空调、冷柜等电器产品及相应配件业务。。暖通空调、冰箱、冷柜、洗衣机、厨房电器、汽车空调压缩机、汽车综合热管理系统等产品的研发、制造、营销和服务业务并提供全场景智慧家庭解决方案。主要产品为暖通空调、冰箱、冷柜、洗衣机、厨房电器、汽车空调压缩机、汽车综合热管理系统等。,,,,,,,,,,,
000922,,电气机械和器材制造业,防爆电机、起重及冶金电机、局部扇风机、屏蔽电机的生产与销售。。防爆电机、起重冶金电机、普通电机、智能电机、高效节能电机、永磁电机、轧机用变频同步电机、直流电机、湿绕组电机、屏蔽电机电泵、核电屏蔽式反应堆主冷却剂泵电机、核电轴封式反应堆主冷却剂泵机组、核电小堆主冷却剂泵、核电厂用各类电动机、核三级屏蔽泵、核电厂海水循环泵电机、高温气冷堆主氦风机、高温气冷堆氦气压缩机、电气控制及系统成套设备等同时承接各类电机的节能改造、再制造以及维修维保业务。,,,,,,,,,,,
000925,,铁路、船舶、航空航天和其他运输设备制造业,半导体节能材料、节能减排和轨道交通业务。轨道交通机电工程、单晶硅及其制品的产销污水处理设施的运维。,,,,,,,,,,,
000927,,商务服务业,制造排气量为1000CC级和1300CC级夏利牌系列轿车。。提供铁路产业综合服务、工程及生产物资供应链集成服务、铁路综合物流及危险品物流服务。,,,,,,,,,,,
000929,,酒、饮料和精制茶制造业,啤酒、生猪饲养、包装品、针纺织品、精细化工、副食品、其它食品等。。啤酒、麦芽的生产批发零售仓储建筑材料、普通机械的批发零售技术咨询;农业技术开发及推广、农产品的深加工及利用高效模式化农作物栽培(不含种子)养殖、秸杆氨化养牛(不含种畜禽)高新技术的开发、服务及转化资产租赁(非金融性)。主要经营活动:目前主要从事啤酒、麦芽的生产销售以及科技项目、证券投资活动。,,,,,,,,,,,
000932,,黑色金属冶炼和压延加工业,生产与销售国家政策允许的钢坯、无缝钢管、线材、螺纹钢、中小型材及其它黑色金属产品和有色金属产品。。钢坯、无缝钢管、线材、螺纹钢、热轧超薄带钢卷、冷轧板卷、镀锌板、中小型材、热轧中板等黑色金属产品的生产和销售。,,,,,,,,,,,
000935,,非金属矿物制品业,产业投资及管理和股权投资基金管理。。产业投资及管理和私募股权投资基金管理。,,,,,,,,,,,
000936,,化学纤维制造业,化工原料（危险品除外）、化学纤维品的制造。。创业投资;利用自有资产对外投资;化学纤维的制造、加工;国内贸易(不含国家限制及禁止类项目);自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外);企业管理服务;化学纤维材料的研发、技术咨询、技术服务与技术转让。(依法须经批准的项目经相关部门批准后方可开展经营活动)。许可项目:港口经营(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以审批结果为准)。一般项目:普通货物仓储服务(不含危险化学品等需许可审批的项目)(除依法须经批准的项目外凭营业执照依法自主开展经营活动)。,,,,,,,,,,,
000938,,计算机、通信和其他电子设备制造业,以扫描仪为核心的计算机业务，软件开发及销售业务等。。为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信(ICT)基础设施和一流的云与智能平台以及面向百行百业的数字化转型及智能化升级的解决方案。,,,,,,,,,,,
000948,,软件和信息技术服务业,开发、生产、销售计算机软件、硬件，外围设备、金融专用设备、智能机电产品。。软件开发及服务、集成解决方案、智能渠道解决方案和IT产品销售及产业互联网业务。,,,,,,,,,,,
000950,,批发业,药品、医疗器械的批发和零售。本公司利用自有资金对医药研发及销售项目、养老养生项目、健康管理项目、医院及医院管理项目进行投资药品研发。道路普通货物运输国际国内货物运输代理仓储服务自有房屋租赁货物及技术进出口医院管理健康管理。,,,,,,,,,,,
000957,,汽车制造业,大中型客车的产销。。一般项目:汽车新车销售;汽车租赁;汽车零部件研发;汽车零配件零售;汽车零部件及配件制造;汽车零配件批发;电动汽车充电基础设施运营;化工产品销售(不含许可类化工产品);橡胶制品销售;通讯设备销售;仪器仪表销售;金属链条及其他金属制品销售;以自有资金从事投资活动;汽车旧车销售;第二类医疗器械销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。(除依法须经批准的项目外凭营业执照依法自主开展经营活动)。许可项目:道路机动车辆生产;货物进出口;第三类医疗器械经营。(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以审批结果为准)。,,,,,,,,,,,
000959,,黑色金属冶炼和压延加工业,钢铁冶炼，钢压延加工；铜冶炼及压延加工、销售烧结矿、焦炭、焦炭、化工产品制造、销售。。保险代理业务;保险经纪业务;钢铁冶炼钢压延加工;铜冶炼及压延加工、销售;烧结矿、焦炭、化工产品制造、销售;高炉余压发电及煤气生产、销售;工业生产废异物加工、销售;销售金属材料、焦炭、化工产品、机械电器设备、建筑材料、通用设备、五金交电(不含电动自行车)、家具、装饰材料;设备租赁(汽车除外);装卸搬运;软件开发;广告设计、代理;仓储服务;技术开发、技术咨询、技术转让、技术服务、技术培训;投资及投资管理。(市场主体依法自主选择经营项目开展经营活动;经营电信业务、保险代理业务、保险经纪业务以及依法须经批准的项目经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动)。,,,,,,,,,,,
000960,,有色金属冶炼和压延加工业,精锡、锡铅焊料系列产品及锡的深加工。。有色金属锡产品的生产和销售业务形成了锡、铜、锌、铟及其他有色金属纵向一体化的产业格局拥有锡金属勘探、开采、选矿和冶炼产业链。目前本公司主要产品有锡锭、阴极铜、锌锭、铟锭等。,,,,,,,,,,,
000961,,房地产业,房地产开发和建筑施工。。房地产开发、销售(凭资质证书承接业务);土木建筑工程施工物业管理实业投资。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
000962,,有色金属冶炼和压延加工业,钽、铌、铍、钛、镁等有色金属材料的生产、加工、开发、科研与销售。。钽、铌、铍、钛、镍、铪、锆、钒、钼有色金属及其合金材料、化合物的设计、开发、生产、加工与销售进出口业务产品主要用于电子、通讯、航空、航天、冶金、石油、化工、体育、医疗、原子能、太阳能等高科技领域。本公司是国内最大的钽、铌稀有金属产品生产厂家是科技部认证的国家级高新技术企业是国内同行业最早被国际钽、铌研究中心(TIC)接纳为成员的单位。许可项目:特种设备设计;特种设备制造;特种设备检验检测;第三类医疗器械生产;进出口代理;货物进出口;检验检测服务(依法须经批准的项目经相关部门批准后方可开展经营活动)。一般项目:稀有稀土金属冶炼;有色金属合金制造;有色金属合金销售;有色金属压延加工;锻件及粉末冶金制品制造;锻件及粉末冶金制品销售;金属废料和碎屑加工处理;喷涂加工;表面功能材料销售;特种设备销售;化工产品生产(不含许可类化工产品);化工产品销售(不含许可类化工产品);新材料技术研发;工程和技术研究和试验发展;增材制造;3D打印基础材料销售;3D打印服务;电子专用材料制造;电子专用材料销售;国内贸易代理;销售代理;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;住房租赁;机械设备租赁;小微型客车租赁经营服务(除许可业务外可自主依法经营法律法规非禁止或限制的项目),,,,,,,,,,,
000963,,零售业,药品、中药材、中成药、医疗器械、化学试剂、玻璃仪器等六大类医药商品。。药品的研发、生产和销售。,,,,,,,,,,,
000967,,专用设备制造业,研制、开发、生产通风机，风冷、水冷、空调设备。。环保装备的研发、销售、维修及运营服务环卫运营服务环境治理设施的运营服务环境工程、环保工程、市政工程通风机、风冷、水冷、空调设备的销售等。,,,,,,,,,,,
000971,,软件和信息技术服务业,以云基础服务为主的互联网服务业务。。互联网和相关服务(互联网接入及相关服务、互联网信息服务、其他互联网服务);信息技术咨询服务、软件开发、信息系统集成服务、其他信息技术服务;数据处理和存储服务;呼叫中心;计算机及通信工程管理服务;设备租赁、批发。(涉及许可经营项目应取得相关部门许可后方可经营),,,,,,,,,,,
000973,,橡胶和塑料制品业,各类塑料制品、粘胶制品、各类包装及印刷复合制品和塑料加工设备、模具的制造等。。公司主要从事各类先进高分子新材料的生产与销售主要布局在光学薄膜、双向拉伸薄膜、渗析防护材料、塑编阻隔材料产业为客户提供偏光膜、粗化电工膜、超薄型电容膜、安全型电容器用金属化膜、透气膜、无孔防水透汽膜、复合塑料编织材料等多种在技术、质量、性能方面均具有先进性的差异化产品。,,,,,,,,,,,
000977,,计算机、通信和其他电子设备制造业,计算机硬件、软件及系统集成的开发、生产、销售。。主要产品和服务为计算机软硬件及外围设备制造与销售;互联网设备制造与销售;通信设备制造与销售;云计算设备制造与销售;信息技术咨询服务;网络技术服务;信息安全设备制造与销售。,,,,,,,,,,,
000978,,公共设施管理业,漓江游览、旅游汽车客运、出租车和旅行社业务。。游船客运、景区旅游业务、酒店、公路旅行客运、出租车业务等。,,,,,,,,,,,
000980,,汽车制造业,汽车仪表、摩托车仪表及车用零部件电机系列产品电子电器产品电工仪表化工产品不含危险品。。汽车整车及零部件、汽车配件、摩托车配件(不含发动机)模具、电机产品、五金工具、仪器仪表配件及电器件、电机系列产品电动自行车产品等开发、设计、制造、销售及相关售后服务;金属材料(不含危险物品)销售;安全防撬门、装饰门、防盗窗及各种功能门窗生产、销售、安装及相关售后服务。,,,,,,,,,,,
000985,,化学原料和化学制品制造业,聚丙烯、精制C5、C9石油树脂、精制乙腈等精细石油化工产品的开发、生产、销售。。危险化学品的生产和销售。,,,,,,,,,,,
000987,,其他金融业,批发和零售贸易。。不良资产管理业务、融资租赁业务、期货经纪业务、投资管理业务、新能源业务等。,,,,,,,,,,,
000988,,计算机、通信和其他电子设备制造业,以激光技术、计算机软件和系统集成技术、PTC技术为核心相关产品生产、销售及技术服务。。激光加工装备及智能制造产线的生产与销售、激光全息膜的生产与销售、敏感元器件的生产与销售、光电器件系列产品的生产与销售。,,,,,,,,,,,
000990,,化学原料和化学制品制造业,洗衣粉、牙膏、瑞贝克胃药和日化助洗剂的生产与销售。。主要产品和服务包括:一氧化碳、净化合成气等气体产品以及甲醇、乙烯、丁辛醇类等工业用化工产品的生产与销售半导体显示用混合液晶材料(TN型、STN型、TFT型等系列)和显示用玻璃加工、D核糖、-熊果苷、力搏士、D-核糖冲剂等生物制药及医药中间体产品的生产和销售、以及化工原料的相关贸易和医疗健康服务等。,,,,,,,,,,,
